 TITLE = "ens2DA"
 VARIABLES = "i-index" "j-index" 
 "F  1" "F  2" "F  3" "F  4" "F  5"
 "F  6" "F  7" "F  8" "F  9" "F 10"
 ZONE  F=BLOCK, I=100, J=100, K=1
   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30
  0.57808E-01  0.72354E-01  0.59297E-01  0.39714E-01  0.27587E-01  0.25027E-01  0.19761E-01 -0.11820E-01 -0.92592E-01 -0.22793E+00
 -0.40101E+00 -0.58792E+00 -0.77327E+00 -0.95056E+00 -0.11138E+01 -0.12526E+01 -0.13559E+01 -0.14179E+01 -0.14352E+01 -0.14014E+01
  0.80808E+00  0.91567E+00  0.10424E+01  0.12103E+01  0.14205E+01  0.16547E+01  0.18831E+01  0.20772E+01  0.22205E+01  0.23107E+01
  0.23544E+01  0.23602E+01  0.23327E+01  0.22674E+01  0.21483E+01  0.19555E+01  0.16854E+01  0.13733E+01  0.10850E+01  0.87288E+00
  0.74557E+00  0.67292E+00  0.60254E+00  0.47715E+00  0.25974E+00 -0.44058E-01 -0.39238E+00 -0.73133E+00 -0.10076E+01 -0.11720E+01
 -0.11885E+01 -0.10475E+01 -0.76816E+00 -0.38773E+00  0.53019E-01  0.51906E+00  0.98135E+00  0.14096E+01  0.17653E+01  0.20078E+01
  0.21087E+01  0.20592E+01  0.18640E+01  0.15429E+01  0.11382E+01  0.71290E+00  0.33232E+00  0.48081E-01 -0.10674E+00 -0.11691E+00
  0.12702E-01  0.25245E+00  0.54909E+00  0.83812E+00  0.10607E+01  0.11752E+01  0.11623E+01  0.10253E+01  0.79057E+00  0.50526E+00
  0.22726E+00  0.18623E-02 -0.15960E+00 -0.28083E+00 -0.40556E+00 -0.58010E+00 -0.83766E+00 -0.11816E+01 -0.15708E+01 -0.19229E+01
 -0.21527E+01 -0.22178E+01 -0.21272E+01 -0.19154E+01 -0.16193E+01 -0.12724E+01 -0.90623E+00 -0.55330E+00 -0.24565E+00 -0.11567E-01
  0.13122E+00  0.18309E+00  0.16253E+00  0.96805E-01  0.11034E-01 -0.78750E-01 -0.16899E+00 -0.26851E+00 -0.39262E+00 -0.55118E+00
 -0.73880E+00 -0.93940E+00 -0.11397E+01 -0.13342E+01 -0.15183E+01 -0.16794E+01 -0.17968E+01 -0.18570E+01 -0.18638E+01 -0.18268E+01
  0.37423E+00  0.44012E+00  0.48936E+00  0.55589E+00  0.66138E+00  0.81182E+00  0.99759E+00  0.11988E+01  0.13955E+01  0.15744E+01
  0.17283E+01  0.18507E+01  0.19328E+01  0.19636E+01  0.19294E+01  0.18130E+01  0.15996E+01  0.12942E+01  0.94260E+00  0.62161E+00
  0.39212E+00  0.26504E+00  0.20795E+00  0.16705E+00  0.87685E-01 -0.63677E-01 -0.28478E+00 -0.54553E+00 -0.80585E+00 -0.10235E+01
 -0.11564E+01 -0.11716E+01 -0.10574E+01 -0.82500E+00 -0.49743E+00 -0.97097E-01  0.35743E+00  0.84587E+00  0.13352E+01  0.17725E+01
  0.20973E+01  0.22691E+01  0.22801E+01  0.21424E+01  0.18789E+01  0.15279E+01  0.11434E+01  0.78245E+00  0.49315E+00  0.31053E+00
  0.25509E+00  0.32800E+00  0.50672E+00  0.74712E+00  0.99262E+00  0.11867E+01  0.12853E+01  0.12663E+01  0.11334E+01  0.91587E+00
  0.66379E+00  0.43301E+00  0.26065E+00  0.14790E+00  0.63295E-01 -0.41358E-01 -0.21429E+00 -0.48908E+00 -0.86996E+00 -0.13180E+01
 -0.17483E+01 -0.20565E+01 -0.21707E+01 -0.20824E+01 -0.18301E+01 -0.14680E+01 -0.10484E+01 -0.61885E+00 -0.22335E+00  0.98977E-01
  0.31761E+00  0.41786E+00  0.40629E+00  0.30702E+00  0.15056E+00 -0.35937E-01 -0.23342E+00 -0.43246E+00 -0.63205E+00 -0.83453E+00
 -0.10385E+01 -0.12375E+01 -0.14268E+01 -0.16088E+01 -0.17884E+01 -0.19628E+01 -0.21126E+01 -0.22055E+01 -0.22220E+01 -0.21742E+01
  0.24925E+00  0.25607E+00  0.22409E+00  0.18307E+00  0.15896E+00  0.16920E+00  0.22198E+00  0.31721E+00  0.44850E+00  0.60704E+00
  0.78471E+00  0.97233E+00  0.11549E+01  0.13094E+01  0.14091E+01  0.14271E+01  0.13395E+01  0.11326E+01  0.81860E+00  0.45137E+00
  0.11359E+00 -0.12758E+00 -0.25362E+00 -0.29041E+00 -0.28643E+00 -0.29248E+00 -0.34393E+00 -0.44957E+00 -0.59486E+00 -0.75297E+00
 -0.89159E+00 -0.97665E+00 -0.98064E+00 -0.89307E+00 -0.71977E+00 -0.47056E+00 -0.15005E+00  0.24013E+00  0.69113E+00  0.11741E+01
  0.16338E+01  0.20025E+01  0.22321E+01  0.23114E+01  0.22557E+01  0.20926E+01  0.18592E+01  0.15983E+01  0.13497E+01  0.11430E+01
  0.99742E+00  0.92387E+00  0.92407E+00  0.98750E+00  0.10905E+01  0.11983E+01  0.12717E+01  0.12789E+01  0.12069E+01  0.10659E+01
  0.88371E+00  0.69743E+00  0.54197E+00  0.43502E+00  0.36748E+00  0.30674E+00  0.20884E+00  0.32644E-01 -0.24686E+00 -0.62706E+00
 -0.10694E+01 -0.14970E+01 -0.18094E+01 -0.19235E+01 -0.18147E+01 -0.15191E+01 -0.11020E+01 -0.63126E+00 -0.16717E+00  0.23746E+00
  0.53827E+00  0.70584E+00  0.73412E+00  0.64013E+00  0.45289E+00  0.20185E+00 -0.87308E-01 -0.39177E+00 -0.69200E+00 -0.97413E+00
 -0.12298E+01 -0.14533E+01 -0.16420E+01 -0.18016E+01 -0.19454E+01 -0.20863E+01 -0.22254E+01 -0.23431E+01 -0.24021E+01 -0.23762E+01
  0.44698E+00  0.40366E+00  0.31332E+00  0.19739E+00  0.79688E-01 -0.21070E-01 -0.95307E-01 -0.13955E+00 -0.15121E+00 -0.12626E+00
 -0.59565E-01  0.53498E-01  0.21294E+00  0.40732E+00  0.60926E+00  0.77939E+00  0.87570E+00  0.86263E+00  0.72134E+00  0.46367E+00
  0.14013E+00 -0.17329E+00 -0.40856E+00 -0.53476E+00 -0.56310E+00 -0.53227E+00 -0.48865E+00 -0.46840E+00 -0.48598E+00 -0.53456E+00
 -0.59475E+00 -0.64292E+00 -0.65720E+00 -0.62397E+00 -0.54174E+00 -0.41499E+00 -0.24298E+00 -0.16632E-01  0.27409E+00  0.62864E+00
  0.10263E+01  0.14239E+01  0.17677E+01  0.20143E+01  0.21466E+01  0.21733E+01  0.21211E+01  0.20248E+01  0.19179E+01  0.18230E+01
  0.17472E+01  0.16833E+01  0.16195E+01  0.15512E+01  0.14824E+01  0.14156E+01  0.13433E+01  0.12507E+01  0.11275E+01  0.97763E+00
  0.81770E+00  0.66812E+00  0.54620E+00  0.46188E+00  0.41331E+00  0.38404E+00  0.34488E+00  0.26035E+00  0.98294E-01 -0.15847E+00
 -0.50232E+00 -0.89563E+00 -0.12706E+01 -0.15397E+01 -0.16242E+01 -0.14918E+01 -0.11692E+01 -0.72096E+00 -0.22105E+00  0.26225E+00
  0.66865E+00  0.94786E+00  0.10707E+01  0.10402E+01  0.88457E+00  0.63718E+00  0.32467E+00 -0.31047E-01 -0.40595E+00 -0.77361E+00
 -0.11127E+01 -0.14114E+01 -0.16638E+01 -0.18674E+01 -0.20257E+01 -0.21516E+01 -0.22599E+01 -0.23561E+01 -0.24268E+01 -0.24403E+01
  0.72713E+00  0.67815E+00  0.58535E+00  0.45812E+00  0.31066E+00  0.15960E+00  0.17273E-01 -0.11260E+00 -0.23064E+00 -0.33427E+00
 -0.41356E+00 -0.45234E+00 -0.43294E+00 -0.34266E+00 -0.18180E+00  0.29019E-01  0.24882E+00  0.42601E+00  0.51293E+00  0.48104E+00
  0.33326E+00  0.10639E+00 -0.14069E+00 -0.34838E+00 -0.47835E+00 -0.52586E+00 -0.51519E+00 -0.48256E+00 -0.45703E+00 -0.44897E+00
 -0.45046E+00 -0.44379E+00 -0.41149E+00 -0.34500E+00 -0.24988E+00 -0.14149E+00 -0.30649E-01  0.86903E-01  0.22745E+00  0.40761E+00
  0.63297E+00  0.89279E+00  0.11629E+01  0.14143E+01  0.16221E+01  0.17716E+01  0.18627E+01  0.19107E+01  0.19399E+01  0.19715E+01
  0.20150E+01  0.20617E+01  0.20859E+01  0.20565E+01  0.19573E+01  0.17973E+01  0.15961E+01  0.13688E+01  0.11259E+01  0.88258E+00
  0.66036E+00  0.47732E+00  0.34106E+00  0.25024E+00  0.19895E+00  0.17796E+00  0.17293E+00  0.16249E+00  0.11881E+00  0.13131E-01
 -0.17332E+00 -0.43784E+00 -0.75022E+00 -0.10534E+01 -0.12725E+01 -0.13362E+01 -0.12052E+01 -0.88986E+00 -0.44241E+00  0.65386E-01
  0.56115E+00  0.97841E+00  0.12608E+01  0.13768E+01  0.13331E+01  0.11643E+01  0.90646E+00  0.58408E+00  0.21484E+00 -0.18003E+00
 -0.57497E+00 -0.94934E+00 -0.12928E+01 -0.15996E+01 -0.18616E+01 -0.20702E+01 -0.22247E+01 -0.23335E+01 -0.24042E+01 -0.24329E+01
  0.80052E+00  0.78900E+00  0.74808E+00  0.67688E+00  0.57599E+00  0.44849E+00  0.30103E+00  0.14127E+00 -0.26070E-01 -0.19778E+00
 -0.36611E+00 -0.51436E+00 -0.61894E+00 -0.65653E+00 -0.61077E+00 -0.47664E+00 -0.26620E+00 -0.13508E-01  0.22958E+00  0.40913E+00
  0.48823E+00  0.45906E+00  0.34252E+00  0.17787E+00  0.87600E-02 -0.13106E+00 -0.22823E+00 -0.29052E+00 -0.33588E+00 -0.37731E+00
 -0.41355E+00 -0.43034E+00 -0.40869E+00 -0.33506E+00 -0.21094E+00 -0.57170E-01  0.94561E-01  0.22043E+00  0.31705E+00  0.39801E+00
  0.48112E+00  0.57744E+00  0.68790E+00  0.80756E+00  0.93183E+00  0.10585E+01  0.11859E+01  0.13125E+01  0.14396E+01  0.15724E+01
  0.17159E+01  0.18670E+01  0.20085E+01  0.21072E+01  0.21249E+01  0.20392E+01  0.18561E+01  0.15994E+01  0.12959E+01  0.97462E+00
  0.66899E+00  0.40882E+00  0.20703E+00  0.58616E-01 -0.48422E-01 -0.12212E+00 -0.16347E+00 -0.17205E+00 -0.15490E+00 -0.13220E+00
 -0.13559E+00 -0.19734E+00 -0.33398E+00 -0.53401E+00 -0.75598E+00 -0.93652E+00 -0.10076E+01 -0.92023E+00 -0.66350E+00 -0.26892E+00
  0.20334E+00  0.68312E+00  0.11018E+01  0.14002E+01  0.15440E+01  0.15371E+01  0.14107E+01  0.11978E+01  0.91869E+00  0.58605E+00
  0.21537E+00 -0.17279E+00 -0.56055E+00 -0.93756E+00 -0.12963E+01 -0.16238E+01 -0.19014E+01 -0.21130E+01 -0.22548E+01 -0.23320E+01
  0.54719E+00  0.58714E+00  0.62598E+00  0.65152E+00  0.65114E+00  0.61365E+00  0.53124E+00  0.40231E+00  0.23223E+00  0.30972E-01
 -0.18782E+00 -0.40356E+00 -0.58675E+00 -0.70506E+00 -0.73458E+00 -0.66509E+00 -0.49844E+00 -0.24976E+00  0.46956E-01  0.34089E+00
  0.58086E+00  0.73332E+00  0.78849E+00  0.75662E+00  0.66053E+00  0.52702E+00  0.37810E+00  0.22516E+00  0.69568E-01 -0.89534E-01
 -0.24557E+00 -0.38085E+00 -0.47107E+00 -0.49405E+00 -0.43876E+00 -0.31239E+00 -0.14193E+00  0.33892E-01  0.18057E+00  0.28105E+00
  0.33694E+00  0.35964E+00  0.36111E+00  0.35103E+00  0.33985E+00  0.34205E+00  0.37539E+00  0.45519E+00  0.58702E+00  0.76455E+00
  0.97519E+00  0.12057E+01  0.14406E+01  0.16556E+01  0.18153E+01  0.18824E+01  0.18364E+01  0.16829E+01  0.14446E+01  0.11514E+01
  0.83777E+00  0.54078E+00  0.28704E+00  0.81171E-01 -0.89696E-01 -0.23975E+00 -0.37012E+00 -0.46559E+00 -0.50441E+00 -0.47413E+00
 -0.38397E+00 -0.26867E+00 -0.17954E+00 -0.16177E+00 -0.23141E+00 -0.36728E+00 -0.51811E+00 -0.61848E+00 -0.60988E+00 -0.46137E+00
 -0.18004E+00  0.19437E+00  0.60365E+00  0.98404E+00  0.12784E+01  0.14524E+01  0.15049E+01  0.14580E+01  0.13350E+01  0.11475E+01
  0.89951E+00  0.59774E+00  0.25650E+00 -0.10683E+00 -0.47758E+00 -0.84399E+00 -0.11927E+01 -0.15057E+01 -0.17632E+01 -0.19531E+01
  0.82378E-01  0.12841E+00  0.21740E+00  0.33452E+00  0.45323E+00  0.54384E+00  0.58096E+00  0.54782E+00  0.43812E+00  0.25664E+00
  0.18951E-01 -0.24859E+00 -0.50746E+00 -0.70974E+00 -0.81120E+00 -0.78763E+00 -0.63925E+00 -0.38424E+00 -0.55056E-01  0.30151E+00
  0.63334E+00  0.90146E+00  0.10886E+01  0.11927E+01  0.12191E+01  0.11774E+01  0.10802E+01  0.93807E+00  0.75528E+00  0.53181E+00
  0.27225E+00 -0.42369E-02 -0.26319E+00 -0.46556E+00 -0.58176E+00 -0.60091E+00 -0.53290E+00 -0.40461E+00 -0.25225E+00 -0.11143E+00
 -0.79134E-02  0.46101E-01  0.48808E-01  0.40194E-02 -0.79240E-01 -0.18353E+00 -0.28119E+00 -0.33712E+00 -0.31738E+00 -0.20285E+00
  0.90754E-03  0.26893E+00  0.57068E+00  0.87604E+00  0.11519E+01  0.13606E+01  0.14690E+01  0.14626E+01  0.13501E+01  0.11557E+01
  0.91049E+00  0.64960E+00  0.40555E+00  0.19529E+00  0.13154E-01 -0.16035E+00 -0.33986E+00 -0.51912E+00 -0.66770E+00 -0.74423E+00
 -0.71761E+00 -0.58498E+00 -0.38089E+00 -0.17100E+00 -0.25019E-01  0.16213E-01 -0.44724E-01 -0.16878E+00 -0.29670E+00 -0.36753E+00
 -0.33721E+00 -0.19166E+00  0.51885E-01  0.35256E+00  0.65681E+00  0.91316E+00  0.10904E+01  0.11865E+01  0.12175E+01  0.11984E+01
  0.11312E+01  0.10079E+01  0.82132E+00  0.57621E+00  0.28937E+00 -0.18387E-01 -0.33055E+00 -0.63702E+00 -0.93009E+00 -0.11998E+01
 -0.26170E+00 -0.27460E+00 -0.23032E+00 -0.11725E+00  0.51495E-01  0.24097E+00  0.40656E+00  0.50850E+00  0.52038E+00  0.43004E+00
  0.23931E+00 -0.33605E-01 -0.35115E+00 -0.65635E+00 -0.88158E+00 -0.96933E+00 -0.89323E+00 -0.66276E+00 -0.31424E+00  0.98126E-01
  0.51179E+00  0.87471E+00  0.11633E+01  0.13789E+01  0.15297E+01  0.16178E+01  0.16416E+01  0.16007E+01  0.14958E+01  0.13242E+01
  0.10802E+01  0.76415E+00  0.39661E+00  0.23260E-01 -0.29948E+00 -0.52883E+00 -0.64981E+00 -0.67294E+00 -0.62380E+00 -0.53346E+00
 -0.43242E+00 -0.34715E+00 -0.29845E+00 -0.30173E+00 -0.36674E+00 -0.49369E+00 -0.66657E+00 -0.84972E+00 -0.99251E+00 -0.10426E+01
 -0.96460E+00 -0.75527E+00 -0.44268E+00 -0.72391E-01  0.30486E+00  0.63875E+00  0.88493E+00  0.10145E+01  0.10217E+01  0.92258E+00
  0.74726E+00  0.53317E+00  0.31862E+00  0.13256E+00 -0.17218E-01 -0.14642E+00 -0.28269E+00 -0.44567E+00 -0.62896E+00 -0.79604E+00
 -0.89537E+00 -0.88472E+00 -0.75133E+00 -0.52300E+00 -0.26519E+00 -0.56247E-01  0.48970E-01  0.39762E-01 -0.55956E-01 -0.18883E+00
 -0.30414E+00 -0.35570E+00 -0.31727E+00 -0.18814E+00  0.81339E-02  0.23069E+00  0.43618E+00  0.59821E+00  0.71575E+00  0.80316E+00
  0.87260E+00  0.92232E+00  0.93616E+00  0.89393E+00  0.78666E+00  0.62414E+00  0.42745E+00  0.21409E+00 -0.10561E-01 -0.25011E+00
 -0.16942E+00 -0.23496E+00 -0.28962E+00 -0.29432E+00 -0.22277E+00 -0.76599E-01  0.11321E+00  0.29822E+00  0.42988E+00  0.47090E+00
  0.39802E+00  0.20372E+00 -0.97487E-01 -0.46191E+00 -0.81715E+00 -0.10778E+01 -0.11746E+01 -0.10794E+01 -0.80812E+00 -0.40927E+00
  0.49535E-01  0.49786E+00  0.88676E+00  0.12045E+01  0.14653E+01  0.16834E+01  0.18572E+01  0.19731E+01  0.20175E+01  0.19814E+01
  0.18568E+01  0.16335E+01  0.13073E+01  0.89575E+00  0.44953E+00  0.38408E-01 -0.28216E+00 -0.49172E+00 -0.60041E+00 -0.63325E+00
 -0.61780E+00 -0.57908E+00 -0.54004E+00 -0.52357E+00 -0.55297E+00 -0.64904E+00 -0.82245E+00 -0.10620E+01 -0.13265E+01 -0.15519E+01
 -0.16728E+01 -0.16437E+01 -0.14498E+01 -0.11092E+01 -0.67261E+00 -0.21490E+00  0.18400E+00  0.46363E+00  0.59655E+00  0.58724E+00
  0.46357E+00  0.26767E+00  0.47535E-01 -0.15253E+00 -0.30370E+00 -0.40184E+00 -0.46720E+00 -0.53329E+00 -0.62827E+00 -0.75612E+00
 -0.88958E+00 -0.98240E+00 -0.99193E+00 -0.89791E+00 -0.71312E+00 -0.48461E+00 -0.27923E+00 -0.15304E+00 -0.12646E+00 -0.18436E+00
 -0.29129E+00 -0.40516E+00 -0.48646E+00 -0.50585E+00 -0.45066E+00 -0.32909E+00 -0.16898E+00 -0.54538E-02  0.13864E+00  0.26285E+00
  0.38185E+00  0.51007E+00  0.64939E+00  0.78488E+00  0.89077E+00  0.94466E+00  0.94029E+00  0.88630E+00  0.79244E+00  0.65819E+00
  0.42668E+00  0.39313E+00  0.29852E+00  0.17161E+00  0.60700E-01  0.11637E-01  0.44493E-01  0.14473E+00  0.27192E+00  0.37591E+00
  0.40963E+00  0.33609E+00  0.13475E+00 -0.18814E+00 -0.58883E+00 -0.98603E+00 -0.12819E+01 -0.13999E+01 -0.13132E+01 -0.10445E+01
 -0.64872E+00 -0.19502E+00  0.25079E+00  0.64839E+00  0.99431E+00  0.13081E+01  0.16040E+01  0.18736E+01  0.20909E+01  0.22295E+01
  0.22707E+01  0.22015E+01  0.20119E+01  0.17006E+01  0.12911E+01  0.83985E+00  0.41857E+00  0.80255E-01 -0.15863E+00 -0.31126E+00
 -0.40341E+00 -0.45969E+00 -0.49837E+00 -0.53447E+00 -0.58590E+00 -0.67650E+00 -0.83255E+00 -0.10718E+01 -0.13863E+01 -0.17295E+01
 -0.20263E+01 -0.22060E+01 -0.22227E+01 -0.20552E+01 -0.17063E+01 -0.12191E+01 -0.68553E+00 -0.21768E+00  0.10055E+00  0.23716E+00
  0.20438E+00  0.42822E-01 -0.19184E+00 -0.44059E+00 -0.65253E+00 -0.79475E+00 -0.85933E+00 -0.86468E+00 -0.84790E+00 -0.84799E+00
 -0.88599E+00 -0.95370E+00 -0.10193E+01 -0.10458E+01 -0.10081E+01 -0.90296E+00 -0.75145E+00 -0.59350E+00 -0.47179E+00 -0.41157E+00
 -0.41376E+00 -0.46218E+00 -0.53237E+00 -0.59678E+00 -0.62883E+00 -0.60913E+00 -0.53381E+00 -0.41930E+00 -0.29367E+00 -0.17715E+00
 -0.69344E-01  0.47512E-01  0.19517E+00  0.38495E+00  0.60878E+00  0.84033E+00  0.10466E+01  0.12031E+01  0.12987E+01  0.13285E+01
  0.12696E+01  0.13481E+01  0.13377E+01  0.12235E+01  0.10206E+01  0.77603E+00  0.55476E+00  0.40798E+00  0.34881E+00  0.35190E+00
  0.36911E+00  0.34620E+00  0.23579E+00  0.88949E-02 -0.33303E+00 -0.74831E+00 -0.11558E+01 -0.14571E+01 -0.15772E+01 -0.14965E+01
 -0.12474E+01 -0.88945E+00 -0.48585E+00 -0.87355E-01  0.28111E+00  0.62452E+00  0.96362E+00  0.13093E+01  0.16458E+01  0.19372E+01
  0.21457E+01  0.22439E+01  0.22147E+01  0.20516E+01  0.17663E+01  0.13988E+01  0.10129E+01  0.67239E+00  0.41325E+00  0.23546E+00
  0.11307E+00  0.12388E-01 -0.91790E-01 -0.20923E+00 -0.34013E+00 -0.48818E+00 -0.66930E+00 -0.90859E+00 -0.12258E+01 -0.16131E+01
 -0.20200E+01 -0.23688E+01 -0.25916E+01 -0.26475E+01 -0.25121E+01 -0.21769E+01 -0.16750E+01 -0.11014E+01 -0.58532E+00 -0.22921E+00
 -0.75390E-01 -0.11161E+00 -0.29043E+00 -0.54740E+00 -0.81657E+00 -0.10415E+01 -0.11821E+01 -0.12222E+01 -0.11765E+01 -0.10872E+01
 -0.10050E+01 -0.96574E+00 -0.97670E+00 -0.10187E+01 -0.10604E+01 -0.10745E+01 -0.10466E+01 -0.97528E+00 -0.87144E+00 -0.75530E+00
 -0.64990E+00 -0.57243E+00 -0.53044E+00 -0.52185E+00 -0.53522E+00 -0.55105E+00 -0.54744E+00 -0.51106E+00 -0.44648E+00 -0.37247E+00
 -0.30521E+00 -0.24347E+00 -0.16619E+00 -0.42342E-01  0.15153E+00  0.41512E+00  0.72137E+00  0.10294E+01  0.13022E+01  0.15147E+01
  0.19819E+01  0.21717E+01  0.22852E+01  0.22887E+01  0.21622E+01  0.19085E+01  0.15642E+01  0.11980E+01  0.88318E+00  0.65984E+00
  0.52044E+00  0.42216E+00  0.30902E+00  0.13154E+00 -0.13778E+00 -0.49394E+00 -0.89519E+00 -0.12679E+01 -0.15268E+01 -0.16123E+01
 -0.15198E+01 -0.12924E+01 -0.99066E+00 -0.66733E+00 -0.35605E+00 -0.66045E-01  0.21647E+00  0.51533E+00  0.84258E+00  0.11826E+01
  0.14956E+01  0.17365E+01  0.18693E+01  0.18737E+01  0.17481E+01  0.15171E+01  0.12329E+01  0.96197E+00  0.75868E+00  0.64368E+00
  0.59861E+00  0.57752E+00  0.52923E+00  0.42107E+00  0.25016E+00  0.34061E-01 -0.21079E+00 -0.48487E+00 -0.80448E+00 -0.11847E+01
 -0.16156E+01 -0.20507E+01 -0.24238E+01 -0.26777E+01 -0.27741E+01 -0.26843E+01 -0.23945E+01 -0.19317E+01 -0.13839E+01 -0.87473E+00
 -0.50839E+00 -0.33524E+00 -0.35087E+00 -0.51191E+00 -0.75536E+00 -0.10155E+01 -0.12340E+01 -0.13654E+01 -0.13868E+01 -0.13101E+01
 -0.11808E+01 -0.10561E+01 -0.97915E+00 -0.96572E+00 -0.10046E+01 -0.10683E+01 -0.11271E+01 -0.11565E+01 -0.11382E+01 -0.10601E+01
 -0.92343E+00 -0.74821E+00 -0.56689E+00 -0.41167E+00 -0.30462E+00 -0.25221E+00 -0.24412E+00 -0.25815E+00 -0.27155E+00 -0.27400E+00
 -0.27084E+00 -0.27214E+00 -0.27693E+00 -0.26437E+00 -0.19789E+00 -0.44218E-01  0.20327E+00  0.51822E+00  0.85656E+00  0.11760E+01
  0.22650E+01  0.25334E+01  0.27465E+01  0.28633E+01  0.28564E+01  0.27119E+01  0.24354E+01  0.20598E+01  0.16450E+01  0.12598E+01
  0.95006E+00  0.71886E+00  0.53214E+00  0.33987E+00  0.99104E-01 -0.20865E+00 -0.56942E+00 -0.93880E+00 -0.12524E+01 -0.14455E+01
 -0.14825E+01 -0.13766E+01 -0.11776E+01 -0.94185E+00 -0.71176E+00 -0.50871E+00 -0.33191E+00 -0.16093E+00  0.33830E-01  0.27311E+00
  0.55232E+00  0.83860E+00  0.10843E+01  0.12457E+01  0.12959E+01  0.12336E+01  0.10877E+01  0.91418E+00  0.77945E+00  0.73317E+00
  0.78538E+00  0.89978E+00  0.10083E+01  0.10422E+01  0.96456E+00  0.78099E+00  0.52333E+00  0.22274E+00 -0.10785E+00 -0.47339E+00
 -0.88061E+00 -0.13181E+01 -0.17492E+01 -0.21242E+01 -0.23961E+01 -0.25270E+01 -0.24873E+01 -0.22634E+01 -0.18802E+01 -0.14144E+01
 -0.97226E+00 -0.64410E+00 -0.47683E+00 -0.47211E+00 -0.59756E+00 -0.80177E+00 -0.10281E+01 -0.12233E+01 -0.13427E+01 -0.13611E+01
 -0.12872E+01 -0.11631E+01 -0.10437E+01 -0.97215E+00 -0.96686E+00 -0.10213E+01 -0.11107E+01 -0.12024E+01 -0.12620E+01 -0.12568E+01
 -0.11604E+01 -0.96629E+00 -0.69938E+00 -0.40831E+00 -0.14533E+00  0.50325E-01  0.16007E+00  0.18726E+00  0.15315E+00  0.87143E-01
  0.13043E-01 -0.60575E-01 -0.13646E+00 -0.21383E+00 -0.27454E+00 -0.28193E+00 -0.19864E+00 -0.12305E-01  0.25589E+00  0.56499E+00
  0.20942E+01  0.23408E+01  0.25865E+01  0.27808E+01  0.28800E+01  0.28568E+01  0.27040E+01  0.24374E+01  0.20951E+01  0.17291E+01
  0.13893E+01  0.11053E+01  0.87547E+00  0.67106E+00  0.45108E+00  0.18256E+00 -0.14285E+00 -0.50197E+00 -0.84604E+00 -0.11161E+01
 -0.12640E+01 -0.12739E+01 -0.11720E+01 -0.10108E+01 -0.84285E+00 -0.70353E+00 -0.60628E+00 -0.54346E+00 -0.49004E+00 -0.41168E+00
 -0.27842E+00 -0.80724E-01  0.16096E+00  0.40182E+00  0.59119E+00  0.69273E+00  0.69887E+00  0.63723E+00  0.56609E+00  0.55505E+00
  0.65336E+00  0.86055E+00  0.11203E+01  0.13451E+01  0.14576E+01  0.14247E+01  0.12619E+01  0.10100E+01  0.70583E+00  0.36685E+00
 -0.66578E-02 -0.41541E+00 -0.84490E+00 -0.12621E+01 -0.16239E+01 -0.18885E+01 -0.20223E+01 -0.20031E+01 -0.18262E+01 -0.15180E+01
 -0.11450E+01 -0.79512E+00 -0.53962E+00 -0.41195E+00 -0.41092E+00 -0.51240E+00 -0.67965E+00 -0.87163E+00 -0.10482E+01 -0.11735E+01
 -0.12244E+01 -0.12028E+01 -0.11376E+01 -0.10703E+01 -0.10355E+01 -0.10504E+01 -0.11120E+01 -0.12009E+01 -0.12853E+01 -0.13267E+01
 -0.12845E+01 -0.11284E+01 -0.85621E+00 -0.50507E+00 -0.13707E+00  0.18716E+00  0.42573E+00  0.55980E+00  0.59178E+00  0.54136E+00
  0.43895E+00  0.31436E+00  0.18432E+00  0.50751E-01 -0.86328E-01 -0.21248E+00 -0.29422E+00 -0.29429E+00 -0.19536E+00 -0.95596E-02
  0.17234E+01  0.18208E+01  0.19537E+01  0.21042E+01  0.22348E+01  0.23033E+01  0.22801E+01  0.21586E+01  0.19573E+01  0.17132E+01
  0.14679E+01  0.12522E+01  0.10763E+01  0.92831E+00  0.77885E+00  0.59257E+00  0.34278E+00  0.26298E-01 -0.32885E+00 -0.66942E+00
 -0.93570E+00 -0.10849E+01 -0.11092E+01 -0.10393E+01 -0.92788E+00 -0.82532E+00 -0.76217E+00 -0.74499E+00 -0.76020E+00 -0.77995E+00
 -0.76842E+00 -0.69188E+00 -0.53404E+00 -0.30903E+00 -0.60680E-01  0.15493E+00  0.29362E+00  0.34245E+00  0.32859E+00  0.31485E+00
  0.37798E+00  0.56989E+00  0.88119E+00  0.12396E+01  0.15471E+01  0.17258E+01  0.17462E+01  0.16268E+01  0.14098E+01  0.11323E+01
  0.81053E+00  0.44480E+00  0.38282E-01 -0.38747E+00 -0.79261E+00 -0.11301E+01 -0.13585E+01 -0.14517E+01 -0.14016E+01 -0.12195E+01
 -0.94049E+00 -0.62797E+00 -0.35570E+00 -0.17532E+00 -0.10228E+00 -0.12681E+00 -0.22866E+00 -0.38457E+00 -0.57095E+00 -0.76425E+00
 -0.94064E+00 -0.10788E+01 -0.11673E+01 -0.12107E+01 -0.12257E+01 -0.12323E+01 -0.12449E+01 -0.12669E+01 -0.12893E+01 -0.12910E+01
