 TITLE = "ens2DB"
 VARIABLES = "i-index" "j-index" 
 "F  1" "F  2" "F  3" "F  4" "F  5"
 "F  6" "F  7" "F  8" "F  9" "F 10"
 ZONE  F=BLOCK, I=100, J=100, K=1
   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30
  0.18117E+01  0.12328E+01  0.54390E+00 -0.84708E-01 -0.54542E+00 -0.73580E+00 -0.67988E+00 -0.53715E+00 -0.44770E+00 -0.46936E+00
 -0.59690E+00 -0.78131E+00 -0.97206E+00 -0.11616E+01 -0.13445E+01 -0.14249E+01 -0.12511E+01 -0.80756E+00 -0.25951E+00  0.17790E+00
  0.40024E+00  0.44612E+00  0.32191E+00 -0.42370E-01 -0.59191E+00 -0.10621E+01 -0.11669E+01 -0.84397E+00 -0.37723E+00 -0.10258E+00
 -0.59500E-01 -0.15914E+00 -0.37044E+00 -0.65599E+00 -0.86997E+00 -0.79425E+00 -0.26216E+00  0.56613E+00  0.13093E+01  0.18181E+01
  0.21278E+01  0.22598E+01  0.21591E+01  0.17763E+01  0.12173E+01  0.78223E+00  0.68784E+00  0.89456E+00  0.12458E+01  0.15615E+01
  0.16906E+01  0.15942E+01  0.13622E+01  0.10781E+01  0.74832E+00  0.40107E+00  0.12140E+00 -0.53384E-01 -0.17205E+00 -0.30056E+00
 -0.40407E+00 -0.36983E+00 -0.21341E+00 -0.13048E+00 -0.29250E+00 -0.67424E+00 -0.10494E+01 -0.11690E+01 -0.95502E+00 -0.55715E+00
 -0.70420E+00 -0.40893E+00  0.14609E+00  0.81481E+00  0.13312E+01  0.14951E+01  0.12016E+01  0.49995E+00 -0.27339E+00 -0.76316E+00
 -0.77929E+00 -0.31589E+00  0.39252E+00  0.97454E+00  0.11620E+01  0.89959E+00  0.27302E+00 -0.51259E+00 -0.11303E+01 -0.13042E+01
 -0.11489E+01 -0.10492E+01 -0.12577E+01 -0.16984E+01 -0.19465E+01 -0.15532E+01 -0.54700E+00  0.60097E+00  0.14437E+01  0.17766E+01
  0.16104E+01  0.10894E+01  0.44482E+00 -0.13044E+00 -0.54750E+00 -0.71453E+00 -0.59989E+00 -0.33717E+00 -0.11099E+00 -0.31912E-01
 -0.12686E+00 -0.34809E+00 -0.59816E+00 -0.82471E+00 -0.10509E+01 -0.12626E+01 -0.13074E+01 -0.10409E+01 -0.53704E+00 -0.37451E-01
  0.23713E+00  0.25435E+00  0.96299E-01 -0.22499E+00 -0.72298E+00 -0.12619E+01 -0.15638E+01 -0.14317E+01 -0.97255E+00 -0.55172E+00
 -0.38379E+00 -0.42424E+00 -0.58920E+00 -0.81813E+00 -0.99668E+00 -0.93001E+00 -0.41208E+00  0.50582E+00  0.14188E+01  0.20544E+01
  0.24209E+01  0.25945E+01  0.25627E+01  0.22505E+01  0.16824E+01  0.10717E+01  0.69781E+00  0.66011E+00  0.87811E+00  0.11977E+01
  0.14338E+01  0.14601E+01  0.13036E+01  0.10723E+01  0.80073E+00  0.47028E+00  0.13006E+00 -0.12506E+00 -0.26224E+00 -0.33798E+00
 -0.39477E+00 -0.35903E+00 -0.17106E+00  0.32983E-01  0.31215E-01 -0.26705E+00 -0.71505E+00 -0.10277E+01 -0.10025E+01 -0.67999E+00
 -0.72842E+00 -0.60682E+00 -0.19391E+00  0.43034E+00  0.10158E+01  0.13083E+01  0.11947E+01  0.68175E+00 -0.21317E-01 -0.57717E+00
 -0.75100E+00 -0.46562E+00  0.14186E+00  0.73603E+00  0.98342E+00  0.77413E+00  0.22482E+00 -0.45719E+00 -0.10413E+01 -0.12943E+01
 -0.11951E+01 -0.10503E+01 -0.11749E+01 -0.16122E+01 -0.20368E+01 -0.19585E+01 -0.11864E+01 -0.56107E-01  0.91751E+00  0.14125E+01
  0.13644E+01  0.90464E+00  0.28616E+00 -0.25066E+00 -0.62009E+00 -0.76775E+00 -0.62180E+00 -0.24818E+00  0.14954E+00  0.39193E+00
  0.39155E+00  0.16046E+00 -0.16948E+00 -0.45595E+00 -0.69383E+00 -0.95063E+00 -0.11699E+01 -0.11475E+01 -0.80120E+00 -0.30979E+00
  0.37200E-01  0.77979E-01 -0.11871E+00 -0.43553E+00 -0.85482E+00 -0.13556E+01 -0.17629E+01 -0.18293E+01 -0.14915E+01 -0.99708E+00
 -0.67490E+00 -0.61183E+00 -0.72928E+00 -0.93098E+00 -0.10985E+01 -0.10558E+01 -0.58601E+00  0.35677E+00  0.14170E+01  0.22191E+01
  0.26900E+01  0.29174E+01  0.29457E+01  0.27005E+01  0.21530E+01  0.14490E+01  0.84252E+00  0.53500E+00  0.55393E+00  0.80103E+00
  0.10951E+01  0.12408E+01  0.11755E+01  0.99517E+00  0.78327E+00  0.51842E+00  0.18230E+00 -0.13936E+00 -0.33531E+00 -0.39126E+00
 -0.38550E+00 -0.33050E+00 -0.14843E+00  0.12452E+00  0.28220E+00  0.14196E+00 -0.27774E+00 -0.73049E+00 -0.92133E+00 -0.73775E+00
 -0.70701E+00 -0.74149E+00 -0.50038E+00  0.25432E-01  0.63600E+00  0.10469E+01  0.10880E+01  0.74929E+00  0.16117E+00 -0.40356E+00
 -0.68172E+00 -0.53826E+00 -0.29572E-01  0.56491E+00  0.88165E+00  0.73183E+00  0.21466E+00 -0.42142E+00 -0.96557E+00 -0.12644E+01
 -0.12499E+01 -0.11052E+01 -0.11468E+01 -0.15222E+01 -0.20274E+01 -0.22043E+01 -0.17360E+01 -0.74402E+00  0.29877E+00  0.96553E+00
  0.10803E+01  0.71559E+00  0.12168E+00 -0.40187E+00 -0.73035E+00 -0.86048E+00 -0.72366E+00 -0.29271E+00  0.26898E+00  0.72022E+00
  0.89154E+00  0.71939E+00  0.31280E+00 -0.80632E-01 -0.34937E+00 -0.58727E+00 -0.87382E+00 -0.10726E+01 -0.97315E+00 -0.59893E+00
 -0.21886E+00 -0.11017E+00 -0.31082E+00 -0.65306E+00 -0.10201E+01 -0.14217E+01 -0.18210E+01 -0.20228E+01 -0.18542E+01 -0.13905E+01
 -0.93648E+00 -0.72227E+00 -0.75126E+00 -0.92317E+00 -0.11033E+01 -0.11163E+01 -0.74135E+00  0.14545E+00  0.12796E+01  0.22358E+01
  0.28521E+01  0.31758E+01  0.32826E+01  0.31225E+01  0.26174E+01  0.18725E+01  0.11103E+01  0.55618E+00  0.34221E+00  0.45198E+00
  0.74065E+00  0.97752E+00  0.10053E+01  0.87074E+00  0.70073E+00  0.51434E+00  0.24710E+00 -0.83146E-01 -0.34204E+00 -0.42466E+00
 -0.37429E+00 -0.27918E+00 -0.11273E+00  0.16722E+00  0.43584E+00  0.47625E+00  0.18168E+00 -0.31713E+00 -0.70792E+00 -0.72961E+00
 -0.68529E+00 -0.81080E+00 -0.74546E+00 -0.35453E+00  0.22512E+00  0.73022E+00  0.92902E+00  0.75716E+00  0.30049E+00 -0.23692E+00
 -0.59470E+00 -0.57877E+00 -0.16587E+00  0.42764E+00  0.82982E+00  0.77442E+00  0.29477E+00 -0.34117E+00 -0.87546E+00 -0.11941E+01
 -0.12659E+01 -0.11787E+01 -0.11789E+01 -0.14716E+01 -0.19795E+01 -0.23146E+01 -0.21221E+01 -0.13646E+01 -0.36003E+00  0.44083E+00
  0.74655E+00  0.52724E+00 -0.11664E-01 -0.53626E+00 -0.84020E+00 -0.94649E+00 -0.84438E+00 -0.43679E+00  0.22612E+00  0.89043E+00
  0.12948E+01  0.12773E+01  0.85136E+00  0.31382E+00 -0.48225E-01 -0.26315E+00 -0.51369E+00 -0.82290E+00 -0.97687E+00 -0.82211E+00
 -0.49868E+00 -0.32252E+00 -0.47581E+00 -0.83999E+00 -0.12032E+01 -0.15110E+01 -0.18162E+01 -0.20540E+01 -0.20343E+01 -0.16812E+01
 -0.11681E+01 -0.78635E+00 -0.67066E+00 -0.77228E+00 -0.95709E+00 -0.10447E+01 -0.81046E+00 -0.67333E-01  0.10399E+01  0.20838E+01
  0.28318E+01  0.32829E+01  0.35014E+01  0.34636E+01  0.30498E+01  0.23041E+01  0.14538E+01  0.71816E+00  0.27912E+00  0.21231E+00
  0.43582E+00  0.72110E+00  0.83059E+00  0.73147E+00  0.57322E+00  0.44529E+00  0.28200E+00  0.17666E-01 -0.26046E+00 -0.39293E+00
 -0.34220E+00 -0.21272E+00 -0.55108E-01  0.18741E+00  0.49362E+00  0.68088E+00  0.56410E+00  0.13113E+00 -0.38584E+00 -0.64047E+00
 -0.69855E+00 -0.83560E+00 -0.91065E+00 -0.67179E+00 -0.16806E+00  0.37988E+00  0.72704E+00  0.73289E+00  0.42223E+00 -0.55927E-01
 -0.47436E+00 -0.59483E+00 -0.29911E+00  0.28086E+00  0.78163E+00  0.86370E+00  0.46929E+00 -0.16479E+00 -0.72587E+00 -0.10644E+01
 -0.11988E+01 -0.12037E+01 -0.12301E+01 -0.14673E+01 -0.19368E+01 -0.23500E+01 -0.23490E+01 -0.18339E+01 -0.97134E+00 -0.12406E+00
  0.35716E+00  0.32196E+00 -0.11263E+00 -0.62512E+00 -0.92290E+00 -0.99656E+00 -0.91963E+00 -0.60032E+00  0.54794E-01  0.87751E+00
  0.15365E+01  0.17572E+01  0.14211E+01  0.75776E+00  0.23060E+00 -0.17481E-01 -0.18698E+00 -0.47170E+00 -0.78618E+00 -0.88885E+00
 -0.72646E+00 -0.53737E+00 -0.60969E+00 -0.95828E+00 -0.13501E+01 -0.16190E+01 -0.18075E+01 -0.19846E+01 -0.20470E+01 -0.18349E+01
 -0.13546E+01 -0.83956E+00 -0.53742E+00 -0.50733E+00 -0.65421E+00 -0.80240E+00 -0.72769E+00 -0.20180E+00  0.76696E+00  0.18086E+01
  0.26255E+01  0.31803E+01  0.35212E+01  0.36337E+01  0.33784E+01  0.27001E+01  0.18132E+01  0.97035E+00  0.35844E+00  0.11245E+00
  0.22994E+00  0.51904E+00  0.69264E+00  0.62006E+00  0.43720E+00  0.31975E+00  0.25337E+00  0.11187E+00 -0.11295E+00 -0.27283E+00
 -0.25744E+00 -0.12840E+00  0.15140E-01  0.19732E+00  0.46948E+00  0.73385E+00  0.78765E+00  0.50488E+00 -0.22981E-01 -0.47026E+00
 -0.74671E+00 -0.84719E+00 -0.99613E+00 -0.90194E+00 -0.50290E+00  0.33731E-01  0.48524E+00  0.66968E+00  0.52688E+00  0.14383E+00
 -0.29777E+00 -0.55655E+00 -0.42176E+00  0.98903E-01  0.69002E+00  0.94489E+00  0.69855E+00  0.11843E+00 -0.47012E+00 -0.84808E+00
 -0.10257E+01 -0.11171E+01 -0.12264E+01 -0.14721E+01 -0.19104E+01 -0.23581E+01 -0.24773E+01 -0.21421E+01 -0.14562E+01 -0.66022E+00
 -0.68483E-01  0.83448E-01 -0.20409E+00 -0.66919E+00 -0.96952E+00 -0.10112E+01 -0.92370E+00 -0.69990E+00 -0.16102E+00  0.70298E+00
  0.15806E+01  0.20809E+01  0.19474E+01  0.12565E+01  0.53504E+00  0.16982E+00  0.54078E-01 -0.11394E+00 -0.44461E+00 -0.74670E+00
 -0.81181E+00 -0.70026E+00 -0.70098E+00 -0.98340E+00 -0.13966E+01 -0.16909E+01 -0.18075E+01 -0.18725E+01 -0.19295E+01 -0.18383E+01
 -0.14673E+01 -0.90154E+00 -0.41526E+00 -0.19632E+00 -0.23872E+00 -0.40069E+00 -0.46533E+00 -0.18722E+00  0.54418E+00  0.14836E+01
  0.22958E+01  0.28895E+01  0.33133E+01  0.35643E+01  0.35040E+01  0.29853E+01  0.21302E+01  0.12376E+01  0.52468E+00  0.13918E+00
  0.14114E+00  0.40141E+00  0.62225E+00  0.57894E+00  0.34642E+00  0.17371E+00  0.15151E+00  0.14766E+00  0.46834E-01 -0.80039E-01
 -0.97559E-01 -0.54882E-02  0.96799E-01  0.19835E+00  0.38051E+00  0.63923E+00  0.81190E+00  0.70816E+00  0.27981E+00 -0.25809E+00
 -0.79862E+00 -0.86045E+00 -0.10212E+01 -0.10334E+01 -0.75295E+00 -0.27109E+00  0.22439E+00  0.55381E+00  0.59269E+00  0.34238E+00
 -0.68291E-01 -0.42977E+00 -0.48642E+00 -0.10171E+00  0.52735E+00  0.96436E+00  0.92213E+00  0.46822E+00 -0.97258E-01 -0.51283E+00
 -0.73219E+00 -0.88572E+00 -0.10940E+01 -0.14161E+01 -0.18737E+01 -0.23540E+01 -0.25641E+01 -0.23465E+01 -0.17995E+01 -0.11032E+01
 -0.48548E+00 -0.18696E+00 -0.31085E+00 -0.69025E+00 -0.98541E+00 -0.10082E+01 -0.87855E+00 -0.70232E+00 -0.32469E+00  0.43892E+00
  0.14282E+01  0.21947E+01  0.23322E+01  0.17513E+01  0.89375E+00  0.35078E+00  0.21496E+00  0.18156E+00 -0.37679E-01 -0.41171E+00
 -0.69045E+00 -0.74126E+00 -0.72773E+00 -0.91254E+00 -0.13009E+01 -0.16519E+01 -0.17792E+01 -0.17512E+01 -0.17330E+01 -0.17023E+01
 -0.14741E+01 -0.96185E+00 -0.35477E+00  0.71263E-01  0.20248E+00  0.10116E+00 -0.47293E-01  0.41018E-02  0.44566E+00  0.11867E+01
  0.19207E+01  0.24873E+01  0.29230E+01  0.32579E+01  0.33728E+01  0.30711E+01  0.23407E+01  0.14522E+01  0.69252E+00  0.22844E+00
  0.14199E+00  0.36466E+00  0.62423E+00  0.62782E+00  0.35246E+00  0.68932E-01  0.22317E-02  0.93619E-01  0.15629E+00  0.13794E+00
  0.13212E+00  0.17990E+00  0.21072E+00  0.20199E+00  0.24925E+00  0.42260E+00  0.63576E+00  0.68927E+00  0.42872E+00 -0.77129E-01
 -0.81234E+00 -0.86557E+00 -0.10063E+01 -0.10704E+01 -0.89800E+00 -0.50375E+00 -0.22229E-01  0.39201E+00  0.59607E+00  0.50831E+00
  0.18306E+00 -0.21409E+00 -0.44087E+00 -0.25990E+00  0.30875E+00  0.88636E+00  0.10784E+01  0.81665E+00  0.34325E+00 -0.62442E-01
 -0.30886E+00 -0.50268E+00 -0.78983E+00 -0.12226E+01 -0.17665E+01 -0.23156E+01 -0.26276E+01 -0.25088E+01 -0.20478E+01 -0.14352E+01
 -0.84609E+00 -0.46744E+00 -0.44590E+00 -0.71645E+00 -0.98745E+00 -0.10064E+01 -0.82720E+00 -0.63639E+00 -0.38511E+00  0.18501E+00
  0.11306E+01  0.20798E+01  0.25018E+01  0.21359E+01  0.12737E+01  0.56397E+00  0.33574E+00  0.39188E+00  0.34910E+00  0.41339E-01
 -0.36097E+00 -0.60501E+00 -0.66004E+00 -0.75995E+00 -0.10676E+01 -0.14508E+01 -0.16574E+01 -0.16167E+01 -0.15101E+01 -0.14675E+01
 -0.13609E+01 -0.98462E+00 -0.36671E+00  0.22040E+00  0.55883E+00  0.60179E+00  0.45628E+00  0.34525E+00  0.50531E+00  0.98613E+00
  0.15717E+01  0.20566E+01  0.24347E+01  0.27742E+01  0.30058E+01  0.29175E+01  0.23841E+01  0.15665E+01  0.79071E+00  0.28924E+00
  0.15863E+00  0.36216E+00  0.66736E+00  0.74735E+00  0.47250E+00  0.66523E-01 -0.13499E+00 -0.44958E-01  0.16342E+00  0.31593E+00
  0.39539E+00  0.43341E+00  0.38848E+00  0.24361E+00  0.11461E+00  0.13461E+00  0.29832E+00  0.44573E+00  0.36966E+00 -0.25282E-02
 -0.76030E+00 -0.84119E+00 -0.96055E+00 -0.10293E+01 -0.92888E+00 -0.63489E+00 -0.21779E+00  0.21467E+00  0.53384E+00  0.61392E+00
  0.41834E+00  0.54886E-01 -0.27289E+00 -0.30618E+00  0.96958E-01  0.71491E+00  0.11205E+01  0.10955E+01  0.77297E+00  0.43404E+00
  0.21112E+00  0.15931E-01 -0.31076E+00 -0.84107E+00 -0.15155E+01 -0.21878E+01 -0.26394E+01 -0.26474E+01 -0.22550E+01 -0.16861E+01
 -0.11278E+01 -0.72428E+00 -0.60389E+00 -0.76908E+00 -0.10001E+01 -0.10236E+01 -0.80792E+00 -0.55952E+00 -0.35821E+00  0.15321E-01
  0.78335E+00  0.17678E+01  0.24251E+01  0.23213E+01  0.15834E+01  0.79718E+00  0.45071E+00  0.52941E+00  0.65768E+00  0.51269E+00
  0.10909E+00 -0.28805E+00 -0.47547E+00 -0.54584E+00 -0.74418E+00 -0.10975E+01 -0.13925E+01 -0.14331E+01 -0.12944E+01 -0.11969E+01
 -0.11516E+01 -0.93625E+00 -0.41911E+00  0.22809E+00  0.74183E+00  0.97979E+00  0.93767E+00  0.76369E+00  0.70299E+00  0.91654E+00
  0.13082E+01  0.16695E+01  0.19380E+01  0.21988E+01  0.24645E+01  0.25473E+01  0.22367E+01  0.15552E+01  0.78970E+00  0.25437E+00
  0.10203E+00  0.31464E+00  0.68761E+00  0.88207E+00  0.67418E+00  0.19060E+00 -0.19284E+00 -0.22161E+00  0.46728E-01  0.38545E+00
  0.62974E+00  0.72982E+00  0.64710E+00  0.37063E+00  0.37449E-01 -0.14985E+00 -0.11673E+00  0.35061E-01  0.10358E+00 -0.79375E-01
 -0.64837E+00 -0.77512E+00 -0.88882E+00 -0.93537E+00 -0.85854E+00 -0.64739E+00 -0.32671E+00  0.62119E-01  0.43089E+00  0.64863E+00
  0.60777E+00  0.33283E+00 -0.17128E-01 -0.21231E+00 -0.30835E-01  0.50031E+00  0.10352E+01  0.12500E+01  0.11244E+01  0.89095E+00
  0.73456E+00  0.60256E+00  0.30372E+00 -0.27093E+00 -0.10696E+01 -0.19046E+01 -0.25391E+01 -0.27295E+01 -0.24384E+01 -0.18957E+01
 -0.13408E+01 -0.92842E+00 -0.75895E+00 -0.84983E+00 -0.10430E+01 -0.10776E+01 -0.84689E+00 -0.52503E+00 -0.29771E+00 -0.55681E-01
  0.48308E+00  0.13500E+01  0.21252E+01  0.22733E+01  0.17345E+01  0.98614E+00  0.55790E+00  0.61175E+00  0.86353E+00  0.91158E+00
  0.60972E+00  0.14491E+00 -0.18690E+00 -0.29604E+00 -0.39624E+00 -0.66193E+00 -0.99423E+00 -0.11629E+01 -0.10881E+01 -0.95257E+00
 -0.90538E+00 -0.81557E+00 -0.46377E+00  0.12829E+00  0.72940E+00  0.11441E+01  0.12746E+01  0.11534E+01  0.97359E+00  0.96404E+00
  0.11575E+01  0.13810E+01  0.15166E+01  0.16314E+01  0.18294E+01  0.20105E+01  0.19144E+01  0.14170E+01  0.69889E+00  0.11411E+00
 -0.82362E-01  0.14375E+00  0.60590E+00  0.95611E+00  0.88987E+00  0.41372E+00 -0.13107E+00 -0.36625E+00 -0.16907E+00  0.29629E+00
  0.75477E+00  0.10093E+01  0.96826E+00  0.61199E+00  0.83366E-01 -0.34355E+00 -0.50181E+00 -0.42905E+00 -0.29671E+00 -0.30069E+00
 -0.51712E+00 -0.67760E+00 -0.80217E+00 -0.82351E+00 -0.72770E+00 -0.55557E+00 -0.32994E+00 -0.29687E-01  0.32583E+00  0.62759E+00
  0.73540E+00  0.58660E+00  0.27627E+00 -0.41201E-02 -0.30607E-01  0.31436E+00  0.85128E+00  0.12498E+01  0.13454E+01  0.12531E+01
  0.11768E+01  0.11415E+01  0.95657E+00  0.43069E+00 -0.43096E+00 -0.14248E+01 -0.22674E+01 -0.26915E+01 -0.25706E+01 -0.20821E+01
 -0.15132E+01 -0.10733E+01 -0.87554E+00 -0.93229E+00 -0.11130E+01 -0.11760E+01 -0.95829E+00 -0.56997E+00 -0.26099E+00 -0.59592E-01
  0.28124E+00  0.94056E+00  0.16905E+01  0.20194E+01  0.16982E+01  0.10641E+01  0.62028E+00  0.63737E+00  0.96003E+00  0.11788E+01
  0.10293E+01  0.58448E+00  0.14486E+00 -0.50581E-01 -0.90386E-01 -0.23558E+00 -0.53396E+00 -0.80660E+00 -0.87069E+00 -0.76925E+00
 -0.69406E+00 -0.66118E+00 -0.47125E+00 -0.16921E-01  0.56676E+00  0.10807E+01  0.13801E+01  0.13977E+01  0.12211E+01  0.10743E+01
  0.11022E+01  0.12056E+01  0.12263E+01  0.11743E+01  0.12090E+01  0.13768E+01  0.14503E+01  0.11672E+01  0.54816E+00 -0.86867E-01
 -0.38125E+00 -0.18669E+00  0.35727E+00  0.89164E+00  0.10389E+01  0.67322E+00  0.45514E-01 -0.41666E+00 -0.41568E+00  0.45388E-01
  0.69386E+00  0.11818E+01  0.12892E+01  0.95132E+00  0.28892E+00 -0.37193E+00 -0.75747E+00 -0.82590E+00 -0.70888E+00 -0.59704E+00
 -0.42566E+00 -0.58082E+00 -0.71871E+00 -0.73133E+00 -0.59847E+00 -0.41151E+00 -0.24273E+00 -0.43007E-01  0.25042E+00  0.58225E+00
  0.80483E+00  0.79650E+00  0.56870E+00  0.26798E+00  0.90043E-01  0.21226E+00  0.62642E+00  0.10991E+01  0.13950E+01  0.14809E+01
  0.15027E+01  0.15520E+01  0.15144E+01  0.11467E+01  0.33470E+00 -0.75782E+00 -0.17989E+01 -0.24779E+01 -0.25978E+01 -0.22323E+01
 -0.16694E+01 -0.11807E+01 -0.93694E+00 -0.97440E+00 -0.11738E+01 -0.12984E+01 -0.11362E+01 -0.71226E+00 -0.29403E+00 -0.46319E-01
  0.17851E+00  0.62120E+00  0.12410E+01  0.16446E+01  0.15119E+01  0.10181E+01  0.60580E+00  0.59161E+00  0.94141E+00  0.12875E+01
  0.12915E+01  0.92336E+00  0.43383E+00  0.13900E+00  0.11204E+00  0.97467E-01 -0.10210E+00 -0.41117E+00 -0.62534E+00 -0.64163E+00
 -0.57036E+00 -0.53462E+00 -0.44860E+00 -0.15443E+00  0.33028E+00  0.84982E+00  0.12505E+01  0.14188E+01  0.13421E+01  0.11682E+01
  0.10919E+01  0.11119E+01  0.10655E+01  0.88903E+00  0.72446E+00  0.75574E+00  0.90006E+00  0.82924E+00  0.36794E+00 -0.28055E+00
 -0.71443E+00 -0.64048E+00 -0.76720E-01  0.63318E+00  0.10439E+01  0.89370E+00  0.29643E+00 -0.34307E+00 -0.60758E+00 -0.30610E+00
  0.41455E+00  0.11494E+01  0.15072E+01  0.13158E+01  0.63527E+00 -0.20248E+00 -0.81623E+00 -0.10659E+01 -0.10260E+01 -0.86998E+00
 -0.42395E+00 -0.52812E+00 -0.65950E+00 -0.68281E+00 -0.52840E+00 -0.29056E+00 -0.11575E+00  0.12179E-01  0.22009E+00  0.53814E+00
  0.83692E+00  0.95669E+00  0.83746E+00  0.56117E+00  0.29173E+00  0.21038E+00  0.42241E+00  0.83936E+00  0.12559E+01  0.15316E+01
  0.16899E+01  0.18187E+01  0.18950E+01  0.17303E+01  0.11020E+01  0.30971E-01 -0.11531E+01 -0.20723E+01 -0.24705E+01 -0.23103E+01
 -0.18147E+01 -0.12856E+01 -0.96457E+00 -0.95574E+00 -0.11757E+01 -0.13905E+01 -0.13388E+01 -0.94064E+00 -0.42411E+00 -0.66893E-01
  0.14073E+00  0.42094E+00  0.87055E+00  0.12547E+01  0.12524E+01  0.89267E+00  0.52741E+00  0.48060E+00  0.81261E+00  0.12347E+01
  0.13691E+01  0.10989E+01  0.61034E+00  0.22996E+00  0.16767E+00  0.26807E+00  0.22078E+00 -0.42660E-01 -0.35846E+00 -0.53548E+00
 -0.53981E+00 -0.48988E+00 -0.43296E+00 -0.26288E+00  0.87861E-01  0.54050E+00  0.95976E+00  0.12253E+01  0.12742E+01  0.11647E+01
  0.10627E+01  0.10437E+01  0.98203E+00  0.75824E+00  0.44545E+00  0.27801E+00  0.36217E+00  0.44447E+00  0.18337E+00 -0.41096E+00
 -0.97560E+00 -0.11078E+01 -0.64331E+00  0.17439E+00  0.85185E+00  0.99941E+00  0.56266E+00 -0.15064E+00 -0.67528E+00 -0.65155E+00
 -0.33530E-01  0.85442E+00  0.15069E+01  0.15845E+01  0.10388E+01  0.13777E+00 -0.66121E+00 -0.11001E+01 -0.11815E+01 -0.10429E+01
 -0.52051E+00 -0.55142E+00 -0.64489E+00 -0.68304E+00 -0.54230E+00 -0.25871E+00 -0.19932E-01  0.99441E-01  0.23419E+00  0.50722E+00
  0.85083E+00  0.10777E+01  0.10724E+01  0.85161E+00  0.53530E+00  0.29292E+00  0.28175E+00  0.53912E+00  0.95525E+00  0.13736E+01
  0.17004E+01  0.19377E+01  0.20957E+01  0.20900E+01  0.17143E+01  0.82049E+00 -0.39227E+00 -0.14980E+01 -0.21689E+01 -0.22731E+01
 -0.19280E+01 -0.14090E+01 -0.10023E+01 -0.90053E+00 -0.10987E+01 -0.13937E+01 -0.14910E+01 -0.11991E+01 -0.64507E+00 -0.15957E+00
  0.11610E+00  0.32272E+00  0.62136E+00  0.93150E+00  0.99674E+00  0.75017E+00  0.43354E+00  0.34748E+00  0.61467E+00  0.10476E+01
  0.12771E+01  0.11063E+01  0.65195E+00  0.21153E+00  0.71906E-01  0.23483E+00  0.36749E+00  0.23368E+00 -0.99441E-01 -0.41761E+00
 -0.55923E+00 -0.53966E+00 -0.46786E+00 -0.35387E+00 -0.12295E+00  0.22751E+00  0.60591E+00  0.90118E+00  0.10387E+01  0.10236E+01
  0.95950E+00  0.94484E+00  0.90798E+00  0.70791E+00  0.34503E+00  0.19013E-01 -0.42073E-01  0.86722E-01  0.22945E-01 -0.44622E+00
 -0.10850E+01 -0.14527E+01 -0.12183E+01 -0.42647E+00  0.45840E+00  0.93220E+00  0.77374E+00  0.12830E+00 -0.58100E+00 -0.88254E+00
 -0.52790E+00  0.33331E+00  0.12156E+01  0.16259E+01  0.13619E+01  0.55944E+00 -0.33279E+00 -0.93051E+00 -0.11463E+01 -0.10711E+01
 -0.66552E+00 -0.63950E+00 -0.68087E+00 -0.72346E+00 -0.62817E+00 -0.34165E+00 -0.20309E-01  0.16435E+00  0.27659E+00  0.49580E+00
  0.85358E+00  0.11731E+01  0.12774E+01  0.11306E+01  0.80102E+00  0.43694E+00  0.22069E+00  0.26955E+00  0.57205E+00  0.10267E+01
  0.14998E+01  0.18833E+01  0.21330E+01  0.22279E+01  0.20656E+01  0.14522E+01  0.37404E+00 -0.81225E+00 -0.17056E+01 -0.20896E+01
 -0.19675E+01 -0.15389E+01 -0.10826E+01 -0.85931E+00 -0.97275E+00 -0.12921E+01 -0.15271E+01 -0.13992E+01 -0.90130E+00 -0.33017E+00
  0.56345E-01  0.27767E+00  0.48689E+00  0.71299E+00  0.79768E+00  0.63805E+00  0.37117E+00  0.24659E+00  0.41689E+00  0.79053E+00
  0.10614E+01  0.98028E+00  0.58118E+00  0.11030E+00 -0.13043E+00  0.94676E-02  0.29589E+00  0.35762E+00  0.10731E+00 -0.27994E+00
 -0.56953E+00 -0.64382E+00 -0.57083E+00 -0.45640E+00 -0.29701E+00 -0.47282E-01  0.26372E+00  0.54517E+00  0.72072E+00  0.77544E+00
  0.76694E+00  0.78048E+00  0.78956E+00  0.65785E+00  0.33291E+00 -0.51449E-01 -0.24475E+00 -0.15804E+00 -0.76246E-01 -0.37167E+00
 -0.10075E+01 -0.15784E+01 -0.16514E+01 -0.10503E+01 -0.84553E-01  0.67622E+00  0.86017E+00  0.43314E+00 -0.32170E+00 -0.91697E+00
 -0.92729E+00 -0.28376E+00  0.66037E+00  0.13618E+01  0.14590E+01  0.92170E+00  0.77723E-01 -0.61147E+00 -0.93909E+00 -0.94205E+00
 -0.77660E+00 -0.72409E+00 -0.73516E+00 -0.77933E+00 -0.74856E+00 -0.51843E+00 -0.14813E+00  0.14930E+00  0.31467E+00  0.50634E+00
  0.85059E+00  0.12434E+01  0.14597E+01  0.13986E+01  0.10858E+01  0.63343E+00  0.24086E+00  0.80270E-01  0.20662E+00  0.58224E+00
  0.11092E+01  0.16315E+01  0.20049E+01  0.21842E+01  0.21572E+01  0.18071E+01  0.99648E+00 -0.11448E+00 -0.11278E+01 -0.17530E+01
